target_format,syntax,line_item_structure,invoice_id,seller_id,buyer_id,issue_date,currency,subtotal,tax_amount,total_amount,seller_vat,buyer_vat,EndpointID,line_items,credit_note_status,VATID,line_items.invoice_lines,UEN,payment_reference,CompanyID,delivery_date,RegistrationNo
F_FACTURX,CII,nested,INV-TST-00707,ROSS-7686,,2025-12-11,EUR,4283.92,171.36,4455.28,IT84582342384,FRCD910609392,,,SUPPORTED,IT84582342384,"[{'line': {'id': '1', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Thermal Paste Arctic MX-6 4g', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00708,HOFF-2125,CLAE-4377,2025-05-20,EUR,59637.38,4174.62,63812.0,DE651668813,BE0092126829,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}]",,PAY-303391-00708,DE651668813,,
F_PEPPOL,UBL,nested,INV-TST-00709,SMIT-8297,PEET-4043,2025-02-09,EUR,84457.77,17736.13,102193.9,NL898806314B67,BE0202822179,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Assembly Group 1', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Assembly Group 3', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Assembly Group 4', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}]",,PAY-392361-00709,NL898806314B67,,
F_PEPPOL,UBL,nested,INV-TST-00710,STEI-1828,VISS-4154,2024-12-05,EUR,323.76,42.09,365.85,ATU21600758,NL656517782B13,,"[{'line_id': 1, 'description': 'Capacitor 100uF 50V MLCC', 'quantity': 90, 'unit': 'EA', 'unit_price': 0.16, 'line_total': 14.4}, {'line_id': 2, 'description': 'Capacitor 100uF 50V MLCC', 'quantity': 66, 'unit': 'EA', 'unit_price': 0.14, 'line_total': 9.24}, {'line_id': 3, 'description': 'EMI Shielding Gasket 100mm', 'quantity': 41, 'unit': 'EA', 'unit_price': 7.32, 'line_total': 300.12}]",SUPPORTED,,,,PAY-473867-00710,ATU21600758,,
F_XREC_UBL,UBL,flat,INV-TST-00711,DE-2350,KRÜG-7951,2025-03-07,EUR,1052.87,94.76,1147.63,NL068728311B81,DE303372825,NL068728311B81,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00712,LEFE-7071,SCHM-2587,2025-10-14,EUR,60128.16,6012.82,66140.98,FRJB048090965,DE411210054,FRJB048090965,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00713,MÜLL-2327,PETI-5847,2025-03-23,EUR,104307.25,19818.38,124125.63,DE016317814,FRUL943168042,,,SUPPORTED,DE016317814,"[{'line': {'id': '1', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Cloud Hosting Monthly', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00714,SCHN-8773,VAN-4544,2025-04-23,EUR,36548.05,2558.36,39106.41,DE262211560,BE0052982103,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}]",,PAY-618880-00714,DE262211560,,
F_FACTURX,CII,nested,INV-TST-00715,SELL-16083,MORE-4404,2024-10-23,EUR,147777.17,8866.63,156643.8,SE756878849616,FRHS261847599,,,SUPPORTED,SE756878849616,"[{'line': {'id': '1', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '16', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '17', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '18', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '19', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '20', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '21', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '22', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '23', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '24', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '25', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '26', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '27', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '28', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '29', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '30', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00716,DE-6074,VAN-1038,2024-03-14,EUR,540.94,113.6,654.54,NL146307668B52,BE0303608666,,"[{'line_id': 1, 'description': 'Desk Organizer Set 5-Piece', 'quantity': 17, 'unit': 'EA', 'unit_price': 31.82, 'line_total': 540.94}]",SUPPORTED,,,,PAY-275433-00716,NL146307668B52,,
F_XREC_UBL,UBL,flat,INV-TST-00717,STEI-8009,FISC-9822,2024-06-04,EUR,221965.38,44393.08,266358.46,ATU26904580,DE118061932,ATU26904580,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00718,SCHN-4254,PETI-8526,2024-11-06,EUR,116637.66,8164.64,124802.3,DE877266231,FRC2260907068,,,SUPPORTED,DE877266231,"[{'line': {'id': '1', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00719,MÜLL-3010,JANS-9598,2024-07-24,EUR,109388.12,20783.74,130171.86,DE836766773,BE0653727012,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Cloud Hosting Monthly', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Assembly Group 2', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Assembly Group 3', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Assembly Group 12', 'price': 0, 'qty': 1}}}]",,PAY-639281-00719,DE836766773,,
F_FACTURX,CII,nested,INV-TST-00720,VISS-8030,MORE-2842,2025-08-16,EUR,1060.38,222.68,1283.06,NL430212917B14,FRQ3573115853,,,SUPPORTED,NL430212917B14,"[{'line': {'id': '1', 'item_details': {'description': 'Microcontroller STM32F407', 'price': 0, 'qty': 1}}}]",,,,,
F_FACTURX,CII,nested,INV-TST-00721,BAUE-1517,LEFE-8026,2024-08-08,EUR,66658.95,12665.2,79324.15,DE320698878,FRS2604083333,,,SUPPORTED,DE320698878,"[{'line': {'id': '1', 'item_details': {'description': 'Compliance Training Workshop', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Business Process Consulting', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00722,SCHM-4530,DE-5579,2024-03-24,EUR,9165.44,641.58,9807.02,DE285462708,NL553192796B05,,"[{'line_id': 1, 'description': 'Industrial Gasket Set DN50', 'quantity': 21, 'unit': 'EA', 'unit_price': 30.56, 'line_total': 641.76}, {'line_id': 2, 'description': 'Hydraulic Cylinder HZ-400', 'quantity': 29, 'unit': 'EA', 'unit_price': 293.92, 'line_total': 8523.68}]",SUPPORTED,,,,PAY-987785-00722,DE285462708,,
F_FACTURX,CII,nested,INV-TST-00723,DE-5112,MORE-2324,2024-11-10,EUR,115123.19,10361.09,125484.28,NL099012826B73,FRR2663771671,,,SUPPORTED,NL099012826B73,"[{'line': {'id': '1', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Data Migration Service', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00724,BAKK-3390,VAN-7429,2025-07-19,EUR,105083.67,9457.53,114541.2,NL421711717B44,BE0782682433,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Assembly Group 1', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Assembly Group 3', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Assembly Group 7', 'price': 0, 'qty': 1}}}]",,PAY-244083-00724,NL421711717B44,,
F_XREC_UBL,UBL,flat,INV-TST-00725,PETI-7348,KRÜG-2449,2024-06-15,EUR,185575.28,18557.53,204132.81,FR869,DE277903140,FR869,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00726,PETI-1351,SMIT-3532,2025-05-27,EUR,56505.17,11301.03,67806.2,FRPH384147614,NL878423277B14,,"[{'line_id': 1, 'description': 'Monitor Arm Dual VESA', 'quantity': 10, 'unit': 'EA', 'unit_price': 95.38, 'line_total': 953.8}, {'line_id': 2, 'description': 'Document Shredder Cross-Cut', 'quantity': 87, 'unit': 'EA', 'unit_price': 182.19, 'line_total': 15850.53}, {'line_id': 3, 'description': 'Filing Cabinet 4-Drawer Steel', 'quantity': 69, 'unit': 'EA', 'unit_price': 277.38, 'line_total': 19139.22}, {'line_id': 4, 'description': 'Document Shredder Cross-Cut', 'quantity': 93, 'unit': 'EA', 'unit_price': 168.4, 'line_total': 15661.2}, {'line_id': 5, 'description': 'Whiteboard Magnetic 120x90cm', 'quantity': 58, 'unit': 'EA', 'unit_price': 84.49, 'line_total': 4900.42}]",SUPPORTED,,,,PAY-125540-00726,FRPH384147614,,
F_PEPPOL,UBL,nested,INV-TST-00727,DUPO-9023,PEET-6433,2025-09-17,EUR,1200.08,240.02,1440.1,FR804,BE0009242230,,"[{'line_id': 1, 'description': 'EMI Shielding Gasket 100mm', 'quantity': 22, 'unit': 'EA', 'unit_price': 7.82, 'line_total': 172.04}, {'line_id': 2, 'description': 'Wire Harness Custom 12-Pin', 'quantity': 78, 'unit': 'EA', 'unit_price': 13.18, 'line_total': 1028.04}]",SUPPORTED,,,,PAY-429712-00727,FR804,,
F_XREC_UBL,UBL,flat,INV-TST-00728,BAKK-1893,BAUE-3307,2024-06-05,EUR,143551.86,12919.67,156471.53,NL180727619B19,DE951215073,NL180727619B19,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00729,WEBE-1745,LEFE-1002,2024-02-12,EUR,48936.35,3425.54,52361.89,DE718030208,FRFK937366047,,,SUPPORTED,DE718030208,"[{'line': {'id': '1', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00730,DE-7412,PEET-8912,2024-08-17,EUR,232261.61,48774.94,281036.55,NL338563433B47,BE0620888199,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Patent Filing Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Assembly Group 4', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}]",,PAY-320143-00730,NL338563433B47,,
F_XREC_UBL,UBL,flat,INV-TST-00731,BEST-5146,KRÜG-6034,2024-08-06,EUR,247152.43,0.0,247152.43,MY406139287527,DE141716411,MY406139287527,[],SUPPORTED,,,,,,,
F_PINT_SG,UBL,flat,INV-TST-00732,WEBE-5886,TEMA-7856,2025-09-14,SGD,60191.58,11436.4,71627.98,DE793155386,SG962286635G,,[],SUPPORTED,,,DE793155386,,,,
F_PEPPOL,UBL,nested,INV-TST-00733,ZÜRC-1741,VAN-9386,2025-05-09,EUR,1418.92,0.0,1418.92,CHE919524837,BE0227987954,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'LCD Display Module 7-inch', 'price': 0, 'qty': 1}}}]",,PAY-592576-00733,CHE919524837,,
F_PINT_MY,UBL,nested,INV-TST-00734,LION-8282,HARM-6134,2024-12-30,MYR,228184.63,0.0,228184.63,SG721295055X,MY03762142110,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Compliance Training Workshop', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Quality Management Certification', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Annual Financial Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Annual Financial Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Compliance Training Workshop', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}]",,,,2025-01-21,SG721295055X
F_FACTURX,CII,nested,INV-TST-00735,FISC-5945,DUPO-5085,2024-01-11,EUR,38436.75,2690.57,41127.32,DE594375537,FRWQ614041514,,,SUPPORTED,DE594375537,"[{'line': {'id': '1', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00736,SMIT-8837,PEET-3749,2024-04-02,EUR,67716.1,6094.45,73810.55,NL255919359B20,BE0475473036,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Assembly Group 1', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Assembly Group 9', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}]",,PAY-602366-00736,NL255919359B20,,
F_XREC_UBL,UBL,flat,INV-TST-00737,HUBE-7452,KRÜG-9740,2024-01-22,EUR,30629.67,3981.86,34611.53,ATU00413647,DE522753964,ATU00413647,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00738,HUBE-9410,VAN-6585,2025-09-10,EUR,14900.61,1937.08,16837.69,ATU99886104,BE0728600998,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Assembly Group 2', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}]",,PAY-156007-00738,ATU99886104,,
F_PINT_SG,UBL,flat,INV-TST-00739,FISC-7529,LION-6776,2025-02-25,SGD,40639.31,7721.47,48360.78,DE921668849,SG130405955Q,,[],SUPPORTED,,,DE921668849,,,,
F_FACTURX,CII,nested,INV-TST-00740,MÜLL-4767,MORE-5299,2024-10-03,EUR,107335.83,20393.81,127729.64,DE539743749,FRAB354547999,,,SUPPORTED,DE539743749,"[{'line': {'id': '1', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00741,BAKK-8569,PEET-3388,2025-01-27,EUR,109129.31,9821.64,118950.95,NL463954397B69,BE0068166382,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Assembly Group 1', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Assembly Group 2', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}]",,PAY-846438-00741,NL463954397B69,,
F_XREC_UBL,UBL,flat,INV-TST-00742,BAKK-2381,FISC-2903,2025-01-07,EUR,169697.22,35636.42,205333.64,NL325427876B42,DE358946683,NL325427876B42,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00743,ZÜRC-5241,DIJK-7217,2025-07-24,EUR,23884.92,0.0,23884.92,CHE787060602,NL933554596B48,,"[{'line_id': 1, 'description': 'Whiteboard Magnetic 120x90cm', 'quantity': 16, 'unit': 'EA', 'unit_price': 87.91, 'line_total': 1406.56}, {'line_id': 2, 'description': 'Filing Cabinet 4-Drawer Steel', 'quantity': 16, 'unit': 'EA', 'unit_price': 241.12, 'line_total': 3857.92}, {'line_id': 3, 'description': 'Assembly Group 3', 'quantity': 1, 'unit': 'EA', 'unit_price': 18620.44, 'line_total': 18620.44, 'sub_items': [{'line_id': '3.1', 'description': 'Standing Desk Electric 160x80', 'quantity': 26, 'unit': 'EA', 'unit_price': 567.73, 'line_total': 14760.98}, {'line_id': '3.2', 'description': 'Whiteboard Magnetic 120x90cm', 'quantity': 41, 'unit': 'EA', 'unit_price': 93.84, 'line_total': 3847.44}, {'line_id': '3.3', 'description': 'A4 Paper Premium 80gsm 500-Sheet', 'quantity': 2, 'unit': 'EA', 'unit_price': 6.01, 'line_total': 12.02}]}]",SUPPORTED,,,,PAY-149100-00743,CHE787060602,,
