invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date,corrected_fields
INV-TST-00791,peppol_bis_3,FR,SELL-28565,BERN-4595,2025-10-14,EUR,1956.17,0.25,489.04,2445.21,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Microcontroller STM32F407"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Thermal Paste Arctic MX-6 4g"", ""price"": 0, ""qty"": 1}}}]}",SE768730909363,FRKH780727808,PAY-106458-00791,2025-10-15,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00792,nlcius,BE,BAKK-1160,VAN-6634,2024-04-06,EUR,132508.72,0.09,11925.78,144434.5,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Server Rack Unit 42U"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""UPS 3000VA Rackmount"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Software License Enterprise Annual"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}]}",NL042609322B12,BE0871411131,PAY-643036-00792,2024-04-27,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00793,xrechnung_ubl,MY,KRÜG-5609,HARM-6530,2025-03-17,MYR,249687.45,0.07,17478.12,267165.57,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Ball Bearing SKF 6205-2RS"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""16"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""17"", ""item_details"": {""description"": ""Ball Bearing SKF 6205-2RS"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""18"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""19"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""20"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""21"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""22"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""23"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""24"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""25"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""26"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""27"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""28"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""29"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""30"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""31"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""32"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""33"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""34"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""35"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""36"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""37"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""38"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""39"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""40"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""41"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""42"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""43"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""44"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""45"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""46"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""47"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""48"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""49"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""50"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}]}",DE240635730,MY10944773823,PAY-724714-00793,2025-04-08,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00794,zugferd,FR,BERN-1146,DUPO-4921,2024-11-20,EUR,108596.19,0.026,2823.5,111419.69,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""HR Recruitment Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Quality Management Certification"", ""price"": 0, ""qty"": 1}}}]}",CHE142332362,FRCY916696208,PAY-770855-00794,2024-11-26,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00795,pint_my,DE,WIRA-5009,HOFF-7765,2024-05-02,EUR,504.79,0.06,30.29,535.08,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 313.97, ""line_total"": 313.97, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Microcontroller STM32F407"", ""quantity"": 13, ""unit"": ""EA"", ""unit_price"": 13.13, ""line_total"": 170.69}, {""line_id"": ""1.2"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 36, ""unit"": ""EA"", ""unit_price"": 3.98, ""line_total"": 143.28}]}, {""line_id"": 2, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 58, ""unit"": ""EA"", ""unit_price"": 3.29, ""line_total"": 190.82}]",MY1038543250,DE310578395,PAY-555691-00795,2024-06-01,{}
INV-TST-00796,xrechnung_ubl,FR,SCHM-6134,LEFE-4846,2024-11-09,EUR,144283.33,0.07,10099.83,154383.16,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Annual Financial Audit"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""HR Recruitment Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Compliance Training Workshop"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""HR Recruitment Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Annual Financial Audit"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Tax Advisory Session"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Business Process Consulting"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Patent Filing Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}]}",DE782200438,FRBH658889691,PAY-191333-00796,2024-11-11,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00797,xrechnung_ubl,NL,BAUE-2411,SMIT-2719,2025-10-29,EUR,153219.15,0.19,29111.64,182330.79,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 29325.88, ""line_total"": 29325.88, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Server Rack Unit 42U"", ""quantity"": 5, ""unit"": ""EA"", ""unit_price"": 1130.26, ""line_total"": 5651.3}, {""line_id"": ""1.2"", ""description"": ""Data Migration Service"", ""quantity"": 21, ""unit"": ""HUR"", ""unit_price"": 274.9, ""line_total"": 5772.9}, {""line_id"": ""1.3"", ""description"": ""Cloud Hosting Monthly"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 526.52, ""line_total"": 17901.68}]}, {""line_id"": 2, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 13, ""unit"": ""EA"", ""unit_price"": 196.17, ""line_total"": 2550.21}, {""line_id"": 3, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 487.67, ""line_total"": 25358.84}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 95984.22, ""line_total"": 95984.22, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Software License Enterprise Annual"", ""quantity"": 16, ""unit"": ""EA"", ""unit_price"": 2286.87, ""line_total"": 36589.92}, {""line_id"": ""4.2"", ""description"": ""Software License Enterprise Annual"", ""quantity"": 22, ""unit"": ""EA"", ""unit_price"": 2519.65, ""line_total"": 55432.3}, {""line_id"": ""4.3"", ""description"": ""IT Consultation"", ""quantity"": 20, ""unit"": ""HUR"", ""unit_price"": 198.1, ""line_total"": 3962.0}]}]",DE876769583,NL500469657B17,PAY-157883-00797,2025-10-31,{}
INV-TST-00798,xrechnung_ubl,NL,KRÜG-8807,BAKK-5435,2024-11-10,EUR,64021.2,0.07,4481.48,68502.68,"[{""line_id"": 1, ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 67, ""unit"": ""MTR"", ""unit_price"": 36.2, ""line_total"": 2425.4}, {""line_id"": 2, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 56.17, ""line_total"": 2920.84}, {""line_id"": 3, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 34, ""unit"": ""MTR"", ""unit_price"": 92.27, ""line_total"": 3137.18}, {""line_id"": 4, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 74, ""unit"": ""MTR"", ""unit_price"": 85.59, ""line_total"": 6333.66}, {""line_id"": 5, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 42, ""unit"": ""EA"", ""unit_price"": 79.94, ""line_total"": 3357.48}, {""line_id"": 6, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 74, ""unit"": ""MTR"", ""unit_price"": 80.93, ""line_total"": 5988.82}, {""line_id"": 7, ""description"": ""Assembly Group 7"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 7696.74, ""line_total"": 7696.74, ""sub_items"": [{""line_id"": ""7.1"", ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 28, ""unit"": ""MTR"", ""unit_price"": 30.28, ""line_total"": 847.84}, {""line_id"": ""7.2"", ""description"": ""Industrial Gasket Set DN50"", ""quantity"": 36, ""unit"": ""EA"", ""unit_price"": 30.86, ""line_total"": 1110.96}, {""line_id"": ""7.3"", ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 38, ""unit"": ""MTR"", ""unit_price"": 89.77, ""line_total"": 3411.26}, {""line_id"": ""7.4"", ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 23, ""unit"": ""MTR"", ""unit_price"": 101.16, ""line_total"": 2326.68}]}, {""line_id"": 8, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 100, ""unit"": ""MTR"", ""unit_price"": 109.43, ""line_total"": 10943.0}, {""line_id"": 9, ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 9, ""unit"": ""MTR"", ""unit_price"": 28.76, ""line_total"": 258.84}, {""line_id"": 10, ""description"": ""Pneumatic Actuator DA-63"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 263.57, ""line_total"": 13705.64}, {""line_id"": 11, ""description"": ""Pneumatic Actuator DA-63"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 365.98, ""line_total"": 6221.66}, {""line_id"": 12, ""description"": ""Steel Sheet 2mm 1000x2000mm"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 73.71, ""line_total"": 1031.94}]",DE621733471,NL141753110B18,PAY-404941-00798,2024-12-05,{}
INV-TST-00799,xrechnung_ubl,BE,MÜLL-8295,PEET-1969,2024-08-07,EUR,109.26,0.07,7.65,116.91,"[{""line_id"": 1, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 42, ""unit"": ""EA"", ""unit_price"": 0.49, ""line_total"": 20.58}, {""line_id"": 2, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 6, ""unit"": ""EA"", ""unit_price"": 14.78, ""line_total"": 88.68}]",DE458835888,BE0287700358,PAY-950283-00799,2024-08-08,{}
INV-TST-00800,pint_my,SG,BEST-3336,MERI-3166,2024-11-05,SGD,3106.93,0.06,186.42,3293.35,"[{""line_id"": 1, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 25, ""unit"": ""EA"", ""unit_price"": 7.17, ""line_total"": 179.25}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1747.28, ""line_total"": 1747.28, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 0.13, ""line_total"": 1.56}, {""line_id"": ""2.2"", ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 26, ""unit"": ""EA"", ""unit_price"": 0.15, ""line_total"": 3.9}, {""line_id"": ""2.3"", ""description"": ""LCD Display Module 7-inch"", ""quantity"": 47, ""unit"": ""EA"", ""unit_price"": 37.06, ""line_total"": 1741.82}]}, {""line_id"": 3, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 26, ""unit"": ""EA"", ""unit_price"": 45.4, ""line_total"": 1180.4}]",MY233032282870,SG157632597J,PAY-913143-00800,2024-11-10,{}
INV-TST-00801,zugferd,NL,STEI-4309,SMIT-2366,2025-08-30,EUR,221986.62,0.1,22198.66,244185.28,"[{""line_id"": 1, ""description"": ""Standing Desk Electric 160x80"", ""quantity"": 99, ""unit"": ""EA"", ""unit_price"": 720.43, ""line_total"": 71322.57}, {""line_id"": 2, ""description"": ""LED Desk Lamp Adjustable"", ""quantity"": 77, ""unit"": ""EA"", ""unit_price"": 39.87, ""line_total"": 3069.99}, {""line_id"": 3, ""description"": ""LED Desk Lamp Adjustable"", ""quantity"": 53, ""unit"": ""EA"", ""unit_price"": 39.54, ""line_total"": 2095.62}, {""line_id"": 4, ""description"": ""Ergonomic Office Chair Pro"", ""quantity"": 50, ""unit"": ""EA"", ""unit_price"": 367.71, ""line_total"": 18385.5}, {""line_id"": 5, ""description"": ""Filing Cabinet 4-Drawer Steel"", ""quantity"": 83, ""unit"": ""EA"", ""unit_price"": 213.79, ""line_total"": 17744.57}, {""line_id"": 6, ""description"": ""Assembly Group 6"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 28912.64, ""line_total"": 28912.64, ""sub_items"": [{""line_id"": ""6.1"", ""description"": ""Filing Cabinet 4-Drawer Steel"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 230.02, ""line_total"": 10580.92}, {""line_id"": ""6.2"", ""description"": ""Standing Desk Electric 160x80"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 652.6, ""line_total"": 9136.4}, {""line_id"": ""6.3"", ""description"": ""LED Desk Lamp Adjustable"", ""quantity"": 22, ""unit"": ""EA"", ""unit_price"": 41.13, ""line_total"": 904.86}, {""line_id"": ""6.4"", ""description"": ""Filing Cabinet 4-Drawer Steel"", ""quantity"": 38, ""unit"": ""EA"", ""unit_price"": 218.17, ""line_total"": 8290.46}]}, {""line_id"": 7, ""description"": ""LED Desk Lamp Adjustable"", ""quantity"": 87, ""unit"": ""EA"", ""unit_price"": 43.82, ""line_total"": 3812.34}, {""line_id"": 8, ""description"": ""A4 Paper Premium 80gsm 500-Sheet"", ""quantity"": 55, ""unit"": ""EA"", ""unit_price"": 5.54, ""line_total"": 304.7}, {""line_id"": 9, ""description"": ""Assembly Group 9"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 13957.56, ""line_total"": 13957.56, ""sub_items"": [{""line_id"": ""9.1"", ""description"": ""Document Shredder Cross-Cut"", ""quantity"": 43, ""unit"": ""EA"", ""unit_price"": 179.31, ""line_total"": 7710.33}, {""line_id"": ""9.2"", ""description"": ""Monitor Arm Dual VESA"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 70.04, ""line_total"": 3221.84}, {""line_id"": ""9.3"", ""description"": ""Toner Cartridge Black HP 26A"", ""quantity"": 41, ""unit"": ""EA"", ""unit_price"": 73.79, ""line_total"": 3025.39}]}, {""line_id"": 10, ""description"": ""LED Desk Lamp Adjustable"", ""quantity"": 4, ""unit"": ""EA"", ""unit_price"": 45.93, ""line_total"": 183.72}, {""line_id"": 11, ""description"": ""Ergonomic Office Chair Pro"", ""quantity"": 19, ""unit"": ""EA"", ""unit_price"": 513.94, ""line_total"": 9764.86}, {""line_id"": 12, ""description"": ""Filing Cabinet 4-Drawer Steel"", ""quantity"": 65, ""unit"": ""EA"", ""unit_price"": 287.98, ""line_total"": 18718.7}, {""line_id"": 13, ""description"": ""Document Shredder Cross-Cut"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 197.7, ""line_total"": 3954.0}, {""line_id"": 14, ""description"": ""Toner Cartridge Black HP 26A"", ""quantity"": 72, ""unit"": ""EA"", ""unit_price"": 87.3, ""line_total"": 6285.6}, {""line_id"": 15, ""description"": ""Ergonomic Office Chair Pro"", ""quantity"": 45, ""unit"": ""EA"", ""unit_price"": 521.65, ""line_total"": 23474.25}]",ATU95335558,NL758392957B09,,2025-09-25,{}
INV-TST-00802,facturx,DE,MART-2189,HOFF-4766,2024-06-10,EUR,25149.37,0.2,5029.87,30179.24,"[{""line_id"": 1, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 73.82, ""line_total"": 3395.72}, {""line_id"": 2, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 100, ""unit"": ""EA"", ""unit_price"": 78.71, ""line_total"": 7871.0}, {""line_id"": 3, ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 100, ""unit"": ""MTR"", ""unit_price"": 34.95, ""line_total"": 3495.0}, {""line_id"": 4, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 33, ""unit"": ""EA"", ""unit_price"": 67.54, ""line_total"": 2228.82}, {""line_id"": 5, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 31, ""unit"": ""MTR"", ""unit_price"": 99.25, ""line_total"": 3076.75}, {""line_id"": 6, ""description"": ""Assembly Group 6"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 3374.4, ""line_total"": 3374.4, ""sub_items"": [{""line_id"": ""6.1"", ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 40, ""unit"": ""EA"", ""unit_price"": 77.6, ""line_total"": 3104.0}, {""line_id"": ""6.2"", ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 13.52, ""line_total"": 270.4}]}, {""line_id"": 7, ""description"": ""Industrial Gasket Set DN50"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 32.84, ""line_total"": 1707.68}]",FRAG315639239,DE951416614,PAY-932656-00802,2024-07-04,{}
INV-TST-00803,xrechnung_cii,FR,SCHN-4924,BERN-9877,2024-09-13,EUR,3721.13,0.07,260.48,3981.61,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}]}",DE595341658,FRZF634612344,PAY-544706-00803,2024-10-07,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
